,gene_symbol,UMAP 0,UMAP 1
0,A1BG,9.834501,3.9566655
1,A1CF,4.6180186,4.3373404
2,A2M,9.95183,2.179543
3,A2ML1,10.050611,2.271422
4,A3GALT2,9.00364,3.051975
5,A4GALT,9.976181,2.5432444
6,A4GNT,10.385003,2.482666
7,AAAS,9.660027,7.069209
8,AACS,5.735763,0.6286748
9,AADAC,7.2292857,1.430539
10,AADACL2,7.2452745,1.5207922
11,AADACL3,7.3997903,1.6403713
12,AADACL4,7.148994,1.4965476
13,AADAT,5.639953,0.58512574
14,AAGAB,5.8507857,3.73418
15,AAK1,4.0797048,4.7207465
16,AAMDC,4.5649247,0.45493144
17,AAMP,6.8219223,3.4574664
18,AANAT,8.632934,4.1472273
19,AAR2,6.9544578,3.5084336
20,AARD,6.4536705,6.3727756
21,AARS1,5.4280477,0.69259787
22,AARS2,7.286828,2.2217014
23,AARSD1,5.4449925,1.3917407
24,AASDH,8.846822,4.730026
25,AASDHPPT,6.3767138,2.4522274
26,AASS,6.694543,1.4207361
27,AATF,5.0477076,4.0034733
28,AATK,7.4857454,8.204896
29,ABAT,5.6506085,0.53767574
30,ABCA1,7.5129046,0.7218588
31,ABCA10,8.829476,0.96331555
32,ABCA12,10.908475,4.267855
33,ABCA13,10.754589,8.484186
34,ABCA2,8.848783,2.075809
35,ABCA3,7.9239945,0.78275603
36,ABCA4,8.303928,1.0756786
37,ABCA5,8.791578,1.0016437
38,ABCA6,8.836389,1.0387957
39,ABCA7,7.7991557,2.1354098
40,ABCA8,8.822444,0.9882236
41,ABCA9,8.826511,1.011904
42,ABCB1,5.6173964,0.17678404
43,ABCB10,8.025964,-0.5017871
44,ABCB11,5.6680717,0.21560293
45,ABCB4,5.56651,0.20112537
46,ABCB5,5.6639647,0.20611265
47,ABCB6,7.9500356,-0.33623943
48,ABCB7,6.0149446,0.3874048
49,ABCB8,8.34306,-0.35851467
50,ABCB9,8.060999,0.24249159
51,ABCC1,7.0377045,-0.6517254
52,ABCC10,8.560417,-0.11374606
53,ABCC11,8.400563,0.5694549
54,ABCC12,8.118068,0.50420994
55,ABCC2,6.543358,0.20846201
56,ABCC3,7.1515603,-0.41252062
57,ABCC4,6.1810822,0.16399094
58,ABCC5,8.027701,0.4408617
59,ABCC6,8.4342575,-0.055331245
